City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Sinnamary,GF,2021-12-12 14:12:57,5.3833,-52.95,77.79,92,100,12.91
297,Vila Velha,BR,2021-12-12 14:09:09,-20.3297,-40.2925,87.75,64,20,13.0
298,Gisborne,NZ,2021-12-12 14:12:57,-38.6533,178.0042,58.95,94,100,5.84
299,Minab,IR,2021-12-12 14:12:58,27.1467,57.0801,76.5,30,8,1.95
300,Artesia,US,2021-12-12 14:11:59,33.8658,-118.0831,56.48,73,1,0.0
301,Paamiut,GL,2021-12-12 14:12:58,61.994,-49.6678,12.07,88,73,6.78
302,Kensington,AU,2021-12-12 14:12:58,-33.9167,151.2167,63.77,75,75,13.8
303,Khani,GE,2021-12-12 14:12:59,41.9563,42.9566,51.37,44,93,7.38
304,Baoro,CF,2021-12-12 14:12:59,5.6667,15.9667,93.43,17,97,9.42
305,Wanning,CN,2021-12-12 14:12:31,18.8003,110.3967,69.57,79,23,10.94
306,Cidreira,BR,2021-12-12 14:12:59,-30.1811,-50.2056,74.95,68,18,8.28
307,Cockburn Town,TC,2021-12-12 14:13:00,21.4612,-71.1419,80.02,73,0,18.28
308,Guerrero Negro,MX,2021-12-12 14:13:00,27.9769,-114.0611,57.25,64,5,5.59
309,Pascagoula,US,2021-12-12 14:08:23,30.3658,-88.5561,48.22,77,1,6.91
310,Konstantinovka,RU,2021-12-12 14:13:00,49.6167,127.9833,-6.66,92,11,6.4
311,Awbari,LY,2021-12-12 14:13:00,26.5921,12.7805,66.25,23,1,8.3
312,Siderno,IT,2021-12-12 14:13:01,38.2779,16.302,57.83,70,73,6.44
313,Cabadiangan,PH,2021-12-12 14:10:09,9.7531,122.4739,78.22,93,73,7.25
314,Los Llanos De Aridane,ES,2021-12-12 14:13:01,28.6585,-17.9182,65.95,82,75,5.99
315,Vung Tau,VN,2021-12-12 14:13:01,10.346,107.0843,78.3,83,89,10.98
316,San Pedro,PH,2021-12-12 14:13:02,14.35,121.0167,79.36,82,100,12.97
317,Bambanglipuro,ID,2021-12-12 14:13:02,-7.95,110.2833,78.55,84,14,3.44
318,Iskateley,RU,2021-12-12 14:13:02,67.6803,53.1512,17.87,96,99,9.35
319,Arraial Do Cabo,BR,2021-12-12 14:13:03,-22.9661,-42.0278,82.26,78,75,10.36
320,Magistralnyy,RU,2021-12-12 14:12:14,56.1725,107.4458,13.44,96,100,3.69
321,Pacific Grove,US,2021-12-12 14:08:21,36.6177,-121.9166,48.31,74,90,1.01
322,Vanavara,RU,2021-12-12 14:13:03,60.34,102.2797,-26.01,99,64,4.05
323,Coro,VE,2021-12-12 14:10:30,11.4045,-69.6734,81.63,63,30,6.26
324,Fallon,US,2021-12-12 14:09:07,39.4735,-118.7774,41.92,61,1,14.97
325,Savannah Bight,HN,2021-12-12 14:13:03,16.45,-85.85,82.0,75,0,16.11
326,Ponta Do Sol,PT,2021-12-12 14:13:04,32.6667,-17.1,71.01,73,52,0.65
327,Tsarychanka,UA,2021-12-12 14:13:04,48.937,34.4786,40.71,68,100,13.04
328,Puerto Escondido,MX,2021-12-12 14:11:21,15.85,-97.0667,72.43,73,1,6.91
329,Saint-Joseph,RE,2021-12-12 14:13:04,-21.3667,55.6167,81.21,75,89,13.15
330,Binga,ZW,2021-12-12 14:13:05,-17.6203,27.3414,97.09,24,57,5.97
331,Malanje,AO,2021-12-12 14:13:05,-9.5402,16.341,80.35,65,53,4.34
332,Majene,ID,2021-12-12 14:13:05,-3.5403,118.9707,78.1,86,100,5.59
333,Ulaanbaatar,MN,2021-12-12 14:11:34,47.9077,106.8832,-7.47,77,9,2.24
334,Sioux Lookout,CA,2021-12-12 14:13:06,50.1001,-91.917,24.49,85,9,10.49
335,Okhotsk,RU,2021-12-12 14:13:06,59.3833,143.3,-3.32,76,78,18.66
336,Jumla,NP,2021-12-12 14:13:06,29.2747,82.1838,37.0,52,3,5.7
337,Dubrajpur,IN,2021-12-12 14:13:07,23.8,87.3833,62.65,40,0,7.02
338,Mbini,GQ,2021-12-12 14:13:07,1.574,9.6134,83.95,70,100,6.67
339,Korla,CN,2021-12-12 14:13:07,41.7597,86.1469,21.13,72,3,0.4
340,Grindavik,IS,2021-12-12 14:13:07,63.8424,-22.4338,41.47,87,75,23.02
341,Sinegorye,RU,2021-12-12 14:13:08,62.0788,150.477,-15.3,99,100,2.95
342,Mirabad,AF,2021-12-12 14:11:11,30.4362,61.8383,59.0,29,0,8.97
343,Port Lincoln,AU,2021-12-12 14:13:08,-34.7333,135.8667,61.39,84,81,18.81
344,Gizo,SB,2021-12-12 14:13:08,-8.103,156.8419,83.61,76,100,5.77
345,Kushmurun,KZ,2021-12-12 14:13:09,52.4503,64.6311,5.38,94,6,6.69
346,Severnyy,RU,2021-12-12 14:13:09,50.677,36.5532,28.44,100,90,11.18
347,Fillan,NO,2021-12-12 14:13:09,63.6064,8.9696,39.38,87,100,10.27
348,Tagusao,PH,2021-12-12 14:13:10,9.1924,117.8141,79.68,85,100,5.08
349,San Quintin,MX,2021-12-12 14:13:10,30.4833,-115.95,53.44,65,0,5.26
350,Solvychegodsk,RU,2021-12-12 14:13:10,61.3305,46.9156,7.9,89,95,6.33
351,Muhlhausen,DE,2021-12-12 14:13:10,51.2167,10.45,42.3,92,100,13.76
352,Fortuna,US,2021-12-12 14:09:26,40.5982,-124.1573,48.65,95,90,7.0
353,Pozo Colorado,PY,2021-12-12 14:13:11,-23.4923,-58.7972,81.88,58,100,8.97
354,Benghazi,LY,2021-12-12 14:13:11,32.1167,20.0667,63.39,55,16,19.82
355,Itoman,JP,2021-12-12 14:13:11,26.1247,127.6694,68.02,83,75,14.97
356,Rudbar,AF,2021-12-12 14:11:10,30.15,62.6,57.85,26,0,5.79
357,Labytnangi,RU,2021-12-12 14:13:12,66.6572,66.4183,-7.94,95,18,3.38
358,Srandakan,ID,2021-12-12 14:13:12,-7.9386,110.2506,78.75,83,15,3.33
359,Mundu,TD,2021-12-12 14:13:12,8.5667,16.0833,99.25,11,24,7.43
360,Mezen,RU,2021-12-12 14:13:13,65.8522,44.24,18.27,94,100,8.14
361,Champerico,GT,2021-12-12 14:13:13,14.3,-91.9167,86.36,70,1,4.76
362,Vardo,NO,2021-12-12 14:13:13,70.3705,31.1107,31.75,92,100,16.87
363,Bitung,ID,2021-12-12 14:13:13,1.4451,125.1824,77.85,81,99,7.67
364,Tateyama,JP,2021-12-12 14:13:14,34.9833,139.8667,63.1,60,11,30.56
365,Hambantota,LK,2021-12-12 14:13:14,6.1241,81.1185,79.81,80,100,15.19
366,Juneau,US,2021-12-12 14:13:14,58.3019,-134.4197,28.45,85,90,3.0
367,Gibsons,CA,2021-12-12 14:13:15,49.3997,-123.5027,40.01,92,100,1.01
368,Narasannapeta,IN,2021-12-12 14:13:15,18.4167,84.05,73.33,74,21,10.92
369,Cristalina,BR,2021-12-12 14:13:15,-16.7686,-47.6136,76.68,63,95,10.02
370,Hammerfest,NO,2021-12-12 14:13:15,70.6634,23.6821,31.73,86,75,9.22
371,Luwuk,ID,2021-12-12 14:13:16,-0.9516,122.7875,79.75,89,100,2.68
372,Voh,NC,2021-12-12 14:13:16,-20.9667,164.7,78.15,85,100,5.06
373,Linjiang,CN,2021-12-12 14:13:16,41.8069,126.9078,1.11,90,31,2.8
374,Sidi Ali,DZ,2021-12-12 14:13:17,36.0998,0.4206,59.99,56,0,2.3
375,Chapais,CA,2021-12-12 14:13:17,49.7834,-74.8492,16.14,88,100,15.52
376,Diego De Almagro,CL,2021-12-12 14:13:17,-26.3667,-70.05,71.65,22,0,7.16
377,Muros,ES,2021-12-12 14:13:17,42.7762,-9.0603,64.99,81,28,3.44
378,Lasa,IT,2021-12-12 14:13:18,46.6166,10.7002,46.31,74,15,8.43
379,Balkanabat,TM,2021-12-12 14:13:18,39.5108,54.3671,49.93,63,85,9.66
380,Capinzal,BR,2021-12-12 14:13:18,-27.3436,-51.6119,81.3,50,94,1.21
381,Jurmala,LV,2021-12-12 14:13:19,56.968,23.7704,33.82,93,90,5.75
382,Lima,PE,2021-12-12 14:13:07,-12.0432,-77.0282,71.85,64,40,5.75
383,Halifax,CA,2021-12-12 14:10:52,44.6453,-63.5724,49.48,85,100,8.99
384,Ratnagiri,IN,2021-12-12 14:13:19,16.9833,73.3,80.24,71,100,9.13
385,Bumba,CD,2021-12-12 14:13:19,2.1833,22.4667,88.99,47,100,3.13
386,Norman Wells,CA,2021-12-12 14:13:20,65.282,-126.8329,-3.21,95,100,13.94
387,Helena,US,2021-12-12 14:13:20,46.5927,-112.0361,25.54,69,98,7.72
388,Bandon,IE,2021-12-12 14:13:20,51.7469,-8.7425,53.46,86,99,23.09
389,Pangnirtung,CA,2021-12-12 14:13:21,66.1451,-65.7125,-6.66,75,73,5.53
390,Erzin,TR,2021-12-12 14:13:21,36.9559,36.2,66.72,55,87,6.67
391,Gorontalo,ID,2021-12-12 14:13:21,0.5412,123.0595,76.73,96,98,3.78
392,Coahuayana,MX,2021-12-12 14:13:21,18.7333,-103.6833,76.48,75,90,3.22
393,Kloulklubed,PW,2021-12-12 14:13:22,7.0419,134.2556,83.7,78,100,14.32
394,Bintulu,MY,2021-12-12 14:13:22,3.1667,113.0333,77.86,90,100,2.59
395,Darnah,LY,2021-12-12 14:13:22,32.767,22.6367,65.97,49,80,18.12
396,Port Hedland,AU,2021-12-12 14:13:23,-20.3167,118.5667,86.05,70,0,6.91
397,Semey,KZ,2021-12-12 14:13:23,50.4111,80.2275,16.3,92,100,8.55
398,Sosua,DO,2021-12-12 14:13:23,19.7667,-70.5167,81.79,85,20,5.75
399,Taltal,CL,2021-12-12 14:13:23,-25.4,-70.4833,66.38,70,8,6.73
400,Oyotun,PE,2021-12-12 14:13:24,-6.8519,-79.3036,69.39,65,61,5.19
401,Amberley,US,2021-12-12 14:13:24,39.2048,-84.428,34.72,83,88,1.99
402,Limon,CR,2021-12-12 14:13:24,10.0,-83.0333,78.69,83,75,4.61
403,Manuk Mangkaw,PH,2021-12-12 14:13:25,4.8,119.85,82.76,74,99,1.97
404,Chara,RU,2021-12-12 14:13:25,56.9064,118.2631,-15.45,85,95,0.45
405,Powell,US,2021-12-12 14:13:25,40.1578,-83.0752,34.18,84,1,1.01
406,Coihaique,CL,2021-12-12 14:13:04,-45.5752,-72.0662,55.35,54,75,9.22
407,Valparaiso,CL,2021-12-12 14:13:25,-33.0393,-71.6273,68.23,54,40,11.5
408,Mocuba,MZ,2021-12-12 14:13:26,-16.8392,36.9856,102.04,24,45,11.79
409,Khash,IR,2021-12-12 14:13:26,28.2211,61.2158,53.26,22,61,5.99
410,Henties Bay,NA,2021-12-12 14:13:26,-22.116,14.2845,64.85,70,4,16.08
411,Luanda,AO,2021-12-12 14:13:27,-8.8368,13.2343,81.86,75,63,9.75
412,Klyuchi,RU,2021-12-12 14:13:27,52.2667,79.1667,7.25,94,100,7.27
413,Urusha,RU,2021-12-12 14:13:27,54.05,122.9,-10.84,94,38,1.45
414,Shostka,UA,2021-12-12 14:10:06,51.863,33.4698,35.42,85,100,9.98
415,Codrington,AU,2021-12-12 14:13:28,-38.2667,141.9667,58.64,71,0,10.02
416,Beisfjord,NO,2021-12-12 14:13:28,68.3751,17.5988,33.96,85,97,6.85
417,Warner Robins,US,2021-12-12 14:13:00,32.621,-83.5999,46.56,82,40,6.91
418,Misratah,LY,2021-12-12 14:13:28,32.3754,15.0925,60.96,47,45,19.48
419,Birao,CF,2021-12-12 14:13:28,10.2849,22.7882,97.21,13,51,8.59
420,Hasaki,JP,2021-12-12 14:13:29,35.7333,140.8333,54.0,58,100,16.84
421,Fort Nelson,CA,2021-12-12 14:13:29,58.8053,-122.7002,-7.22,99,99,3.04
422,Tahe,CN,2021-12-12 14:13:29,52.3333,124.7333,-7.8,93,17,3.8
423,Tahoua,NE,2021-12-12 14:13:30,14.8888,5.2692,92.46,8,100,10.47
424,Kavieng,PG,2021-12-12 14:13:30,-2.5744,150.7967,81.16,83,100,3.42
425,Miri,MY,2021-12-12 14:13:30,4.4148,114.0089,78.48,91,100,4.34
426,Columbus,US,2021-12-12 14:12:42,39.9612,-82.9988,34.7,85,1,5.01
427,Quatre Cocos,MU,2021-12-12 14:13:31,-20.2078,57.7625,79.09,67,100,15.79
428,Kibungo,RW,2021-12-12 14:13:31,-2.1597,30.5427,77.92,82,100,0.4
429,Beloha,MG,2021-12-12 14:13:31,-25.1667,45.05,90.88,38,64,17.63
430,North Port,US,2021-12-12 14:13:31,27.0442,-82.2359,75.97,84,11,2.68
431,Sobolevo,RU,2021-12-12 14:13:32,54.4299,31.8996,34.25,99,100,10.27
432,Luba,GQ,2021-12-12 14:13:32,3.4568,8.5547,82.65,75,99,5.41
433,Angoche,MZ,2021-12-12 14:13:32,-16.2325,39.9086,85.46,64,4,15.99
434,Clarence Town,AU,2021-12-12 14:13:33,-32.5833,151.7833,67.86,94,7,2.62
435,Husavik,IS,2021-12-12 14:13:33,66.0449,-17.3389,33.39,81,85,17.43
436,Kasganj,IN,2021-12-12 14:13:33,27.8167,78.65,61.56,36,65,3.29
437,Bereznik,RU,2021-12-12 14:13:33,62.8551,42.7072,6.1,94,81,5.68
438,Chernyshevskiy,RU,2021-12-12 14:13:34,63.0128,112.4714,-35.66,99,96,3.78
439,Denpasar,ID,2021-12-12 14:12:04,-8.65,115.2167,82.06,88,40,6.91
440,Marzuq,YE,2021-12-12 14:13:34,14.4,46.4667,68.68,26,0,8.57
441,Kungurtug,RU,2021-12-12 14:13:34,50.5994,97.5228,-3.17,91,17,1.81
442,Port-Gentil,GA,2021-12-12 14:13:35,-0.7193,8.7815,79.02,82,100,6.58
443,Mae Hong Son,TH,2021-12-12 14:13:35,19.3003,97.9685,72.05,71,33,2.19
444,Batabano,CU,2021-12-12 14:13:35,22.7164,-82.2881,75.81,75,3,8.97
445,Waipawa,NZ,2021-12-12 14:13:35,-41.4122,175.5153,52.43,94,99,5.91
446,Gimli,CA,2021-12-12 14:13:36,50.6336,-96.9907,32.43,83,4,12.53
447,Richards Bay,ZA,2021-12-12 14:13:36,-28.783,32.0377,80.28,78,94,11.95
448,Caravelas,BR,2021-12-12 14:13:36,-17.7125,-39.2481,85.51,57,88,9.84
449,Sakhipur,BD,2021-12-12 14:13:37,24.3,90.1833,71.47,40,0,4.99
450,Bafoulabe,ML,2021-12-12 14:13:37,13.8065,-10.8321,98.19,6,15,5.3
451,Sonoita,MX,2021-12-12 14:13:37,31.85,-112.8333,49.55,34,13,3.51
452,Marivan,IR,2021-12-12 14:13:37,35.5219,46.176,49.95,24,0,3.04
453,Gornozavodsk,RU,2021-12-12 14:13:38,58.3758,58.3211,-0.04,98,100,2.28
454,Worland,US,2021-12-12 14:10:43,44.0169,-107.9554,33.15,85,1,3.44
455,Alekseyevsk,RU,2021-12-12 14:13:38,57.8406,108.3492,12.87,95,100,6.6
456,Canapi,BR,2021-12-12 14:13:38,-9.1174,-37.6012,91.65,29,55,8.93
457,Newport,GB,2021-12-12 14:13:39,51.5877,-2.9984,56.62,89,100,15.59
458,Srednebelaya,RU,2021-12-12 14:12:12,50.6594,128.0106,1.18,85,10,8.86
459,Port Macquarie,AU,2021-12-12 14:13:39,-31.4333,152.9167,65.89,84,23,8.66
460,Sola,VU,2021-12-12 14:13:39,-13.8833,167.55,79.43,87,100,18.5
461,Bengkulu,ID,2021-12-12 14:13:40,-3.8004,102.2655,77.94,88,86,5.1
462,Lodja,CD,2021-12-12 14:13:40,-3.4833,23.4333,78.87,75,98,1.74
463,Araouane,ML,2021-12-12 14:13:40,18.9048,-3.5265,85.46,6,16,6.49
464,Victoria Point,AU,2021-12-12 14:13:41,-27.5833,153.3,73.18,92,0,1.01
465,Nantucket,US,2021-12-12 14:08:56,41.2835,-70.0995,44.96,59,100,26.17
466,Haines Junction,CA,2021-12-12 14:13:41,60.7522,-137.5108,-6.72,97,99,3.94
467,Mitsamiouli,KM,2021-12-12 14:13:41,-11.3847,43.2844,82.15,69,100,8.86
468,Thinadhoo,MV,2021-12-12 14:13:42,0.5333,72.9333,80.31,78,88,7.11
469,Gigmoto,PH,2021-12-12 14:13:42,13.7796,124.39,78.75,89,99,16.11
470,Safranbolu,TR,2021-12-12 14:13:42,41.2508,32.6942,55.13,53,34,4.0
471,Campos Altos,BR,2021-12-12 14:13:42,-19.6961,-46.1714,77.56,67,58,9.08
472,Golden,US,2021-12-12 14:13:43,39.7555,-105.2211,40.82,53,40,1.01
473,Boende,CD,2021-12-12 14:13:43,-0.2167,20.8667,81.86,70,100,3.27
474,Namikupa,TZ,2021-12-12 14:13:43,-10.8333,39.6,87.15,47,100,9.35
475,Ostersund,SE,2021-12-12 14:13:43,63.1792,14.6357,31.6,93,0,12.66
476,Rianxo,ES,2021-12-12 14:13:44,42.6498,-8.8176,64.85,81,47,2.82
477,Monrovia,LR,2021-12-12 14:13:44,6.3005,-10.7969,89.37,67,96,8.88
478,Marienburg,PL,2021-12-12 14:13:44,54.0359,19.0266,32.11,93,100,6.98
479,Sorland,NO,2021-12-12 14:13:45,67.667,12.6934,40.86,65,75,14.97
480,Kenai,US,2021-12-12 14:13:45,60.5544,-151.2583,-8.97,84,1,3.44
481,Constantine,DZ,2021-12-12 14:13:45,36.365,6.6147,48.2,59,71,16.96
482,Verkhnevilyuysk,RU,2021-12-12 14:13:45,63.4453,120.3167,-26.36,96,100,4.32
483,Pisticci,IT,2021-12-12 14:13:46,40.3906,16.5568,47.21,64,100,20.67
484,Sale,MA,2021-12-12 14:13:46,34.0389,-6.8166,69.64,77,0,3.44
485,Koupela,BF,2021-12-12 14:13:46,12.1794,-0.3517,95.13,10,48,9.28
486,Miracema Do Tocantins,BR,2021-12-12 14:13:47,-9.5618,-48.3967,83.88,76,100,3.85
487,Malo,IT,2021-12-12 14:13:47,45.6603,11.4075,51.26,46,17,4.0
488,Roma,US,2021-12-12 14:12:54,43.2128,-75.4557,37.26,86,90,6.91
489,Tual,ID,2021-12-12 14:13:47,-5.6667,132.75,83.26,77,98,11.39
490,Aswan,EG,2021-12-12 14:13:47,24.0934,32.907,86.43,33,100,2.13
491,Kandry,RU,2021-12-12 14:13:48,54.5667,54.1167,10.98,93,43,1.03
492,Gasa,PS,2021-12-12 14:13:48,31.5,34.4667,74.88,49,100,4.03
493,Bolitoc,PH,2021-12-12 14:13:48,15.7395,119.8769,78.6,82,79,7.25
494,Shangzhi,CN,2021-12-12 14:13:49,45.2167,127.9667,5.32,87,49,10.27
495,Port Moresby,PG,2021-12-12 14:13:49,-9.4431,147.1797,78.44,84,100,3.27
496,Phanat Nikhom,TH,2021-12-12 14:13:49,13.4458,101.1844,84.85,99,2,5.73
497,Griffith,US,2021-12-12 14:13:49,41.5284,-87.4237,35.06,76,1,3.0
498,Virginia Beach,US,2021-12-12 14:13:37,36.8529,-75.978,47.03,57,20,5.01
499,Vestmannaeyjar,IS,2021-12-12 14:13:50,63.4427,-20.2734,43.79,75,40,28.77
500,Dinan,FR,2021-12-12 14:13:50,48.4167,-2.25,54.46,11,34,13.31
501,Komsomolskiy,UZ,2021-12-12 14:13:50,40.4272,71.7189,42.22,41,32,0.0
502,San Juan Del Sur,NI,2021-12-12 14:13:51,11.2529,-85.8705,78.4,80,1,19.35
503,Kharp,RU,2021-12-12 14:13:51,66.8014,65.8081,0.23,97,22,5.61
504,Kudahuvadhoo,MV,2021-12-12 14:13:51,2.6708,72.8944,81.27,78,100,18.75
505,Ballina,AU,2021-12-12 14:13:52,-28.8667,153.5667,68.04,96,58,8.12
506,Bilma,NE,2021-12-12 14:13:17,18.6853,12.9164,81.64,6,8,5.28
507,Praia,CV,2021-12-12 14:13:52,14.9215,-23.5087,79.34,65,75,14.97
508,Tome,CL,2021-12-12 14:13:52,-36.6167,-72.95,59.61,58,6,7.72
509,Batticaloa,LK,2021-12-12 14:13:52,7.7102,81.6924,79.9,82,100,12.3
510,Dakoro,NE,2021-12-12 14:13:53,14.5106,6.765,89.89,8,58,12.28
511,Kalmunai,LK,2021-12-12 14:09:17,7.4167,81.8167,78.75,86,100,10.36
512,Hirara,JP,2021-12-12 14:13:53,24.8,125.2833,70.43,80,100,24.74
513,Gazanjyk,TM,2021-12-12 14:13:53,39.2446,55.5154,49.68,65,94,7.02
514,Ishigaki,JP,2021-12-12 14:13:54,24.3448,124.1572,71.42,78,100,28.12
515,Rawson,AR,2021-12-12 14:13:54,-43.3002,-65.1023,68.7,22,0,19.6
516,Sarankhola,BD,2021-12-12 14:13:54,22.3082,89.7897,64.35,62,0,5.26
517,Atar,MR,2021-12-12 14:13:54,20.5169,-13.0499,87.28,9,57,10.76
518,Nynashamn,SE,2021-12-12 14:13:55,58.9034,17.9479,33.94,83,100,2.33
519,Guanica,PR,2021-12-12 14:13:55,17.9716,-66.908,86.2,66,0,1.99
520,Tura,IN,2021-12-12 14:13:55,25.5198,90.2201,58.37,69,0,3.69
521,Burnie,AU,2021-12-12 14:13:56,-41.0667,145.9167,56.48,78,56,14.25
522,Batagay-Alyta,RU,2021-12-12 14:13:56,67.8006,130.4114,-25.37,99,99,1.52
523,Balabac,PH,2021-12-12 14:13:56,7.9868,117.0645,81.61,84,100,14.36
524,Laguna De Perlas,NI,2021-12-12 14:13:56,12.3429,-83.6712,77.94,85,14,8.68
525,Lincoln,US,2021-12-12 14:13:57,40.8,-96.667,36.84,49,1,5.01
526,Pingxiang,CN,2021-12-12 14:13:57,27.6167,113.85,49.48,89,100,0.81
527,Zhanaozen,KZ,2021-12-12 14:13:57,43.3,52.8,32.65,45,2,12.3
528,Qasigiannguit,GL,2021-12-12 14:13:58,68.8193,-51.1922,19.65,94,100,3.83
529,Akdepe,TM,2021-12-12 14:13:58,42.0551,59.3788,32.0,54,74,12.33
530,Havoysund,NO,2021-12-12 14:13:58,70.9963,24.6622,29.28,79,100,8.37
531,Muravlenko,RU,2021-12-12 14:13:58,63.7898,74.523,-17.03,100,82,2.73
532,Fairbanks,US,2021-12-12 14:12:12,64.8378,-147.7164,-10.79,71,1,0.0
533,Alexandria,EG,2021-12-12 14:13:59,31.2156,29.9553,67.57,58,100,6.2
534,Samarai,PG,2021-12-12 14:13:59,-10.6167,150.6667,81.73,81,100,13.51
535,Cumra,TR,2021-12-12 14:13:59,37.5732,32.7745,57.34,38,1,13.98
536,Wanlaweyn,SO,2021-12-12 14:14:00,2.6185,44.8938,90.66,40,82,17.45
537,Rio Grande,BR,2021-12-12 14:14:00,-32.035,-52.0986,82.51,61,0,9.01
538,Madimba,TZ,2021-12-12 14:14:00,-10.4,40.3333,82.62,69,100,8.77
539,Nanakuli,US,2021-12-12 14:14:01,21.3906,-158.1547,73.35,83,40,0.0
540,Herat,AF,2021-12-12 14:14:01,34.5,62.0,44.8,47,0,15.01
541,Tabou,CI,2021-12-12 14:14:01,4.423,-7.3528,84.67,68,23,7.34
542,Petrov Val,RU,2021-12-12 14:09:36,50.1434,45.2096,20.64,84,7,8.95
