City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Shipitsyno,RU,61.2806,46.5208,4.01,93,58,6.4,broken clouds
344,Katsuura,JP,35.1333,140.3,54.1,66,8,8.72,clear sky
345,Itarema,BR,-2.9248,-39.9167,87.21,59,82,19.51,broken clouds
346,Odienne,CI,9.51,-7.5692,84.22,21,4,1.99,clear sky
347,Abu Dhabi,AE,24.4667,54.3667,73.96,62,40,6.91,scattered clouds
348,Shimizu,JP,43.0061,142.8847,27.19,73,40,22.77,scattered clouds
349,Krasyliv,UA,49.6519,26.9725,40.37,95,100,10.02,overcast clouds
350,Providencia,MX,28.7167,-111.5833,73.85,47,3,4.0,clear sky
351,Melo,UY,-32.3667,-54.1833,92.7,26,2,6.31,clear sky
352,Sayat,TM,38.7839,63.8803,33.67,74,88,2.8,overcast clouds
353,Pokhara,NP,28.2333,83.9833,53.08,49,42,5.01,scattered clouds
354,Chulym,RU,55.0997,80.9572,-5.15,100,53,6.22,broken clouds
355,Kuantan,MY,3.8077,103.326,75.31,88,20,3.44,few clouds
356,Aginskoye,RU,51.1,114.53,9.95,82,100,4.92,overcast clouds
357,Alyangula,AU,-13.8483,136.4192,83.1,68,80,11.12,broken clouds
358,Potam,MX,27.6,-110.3833,73.99,40,0,3.04,clear sky
359,Juneau,US,58.3019,-134.4197,27.21,95,100,7.83,light snow
360,Vanimo,PG,-2.6741,141.3028,79.09,88,100,7.25,overcast clouds
361,Nizhniy Tsasuchey,RU,50.5167,115.1333,12.07,73,100,3.89,overcast clouds
362,Benidorm,ES,38.5382,-0.131,60.78,77,14,1.39,few clouds
363,Pingshan,CN,22.9938,114.7131,56.5,75,0,6.67,clear sky
364,Asyut,EG,27.181,31.1837,69.35,35,100,5.95,overcast clouds
365,Launceston,AU,-41.45,147.1667,55.04,62,90,8.05,overcast clouds
366,Wajir,KE,1.7471,40.0573,86.16,45,88,6.55,overcast clouds
367,Kerema,PG,-7.9631,145.7785,77.38,92,98,6.87,moderate rain
368,Araguaina,BR,-7.1911,-48.2072,85.69,66,99,4.09,light rain
369,Kuba-Taba,RU,43.7761,43.4428,29.73,96,88,6.62,overcast clouds
370,Poyarkovo,RU,49.6,128.6833,-13.09,96,19,6.44,few clouds
371,Marsh Harbour,BS,26.5412,-77.0636,77.4,72,2,6.55,clear sky
372,Dourbali,TD,11.8091,15.8632,81.32,16,69,8.25,broken clouds
373,Liverpool,GB,53.4106,-2.9779,54.77,86,20,5.99,few clouds
374,Noyon,FR,49.5833,3.0,50.65,93,92,6.89,overcast clouds
375,Volot,RU,57.9278,30.7025,30.16,98,100,5.46,light snow
376,Kodiak,US,57.79,-152.4072,9.91,56,40,23.02,scattered clouds
377,Oyama,JP,36.3,139.8,53.58,53,3,9.44,clear sky
378,Ambon,ID,-3.6954,128.1814,81.84,79,99,5.53,light rain
379,Aqtobe,KZ,50.2797,57.2072,15.89,67,0,6.71,clear sky
380,Heilbron,ZA,-27.2812,27.9709,67.57,64,100,4.12,overcast clouds
381,Ierapetra,GR,35.01,25.7353,63.14,70,41,3.0,scattered clouds
382,Cartagena,CO,10.3997,-75.5144,87.42,66,75,6.91,broken clouds
383,Pokaran,IN,26.9167,71.9167,62.11,22,5,8.57,clear sky
384,Alofi,NU,-19.0595,-169.9187,75.09,88,1,2.3,clear sky
385,Killybegs,IE,54.6333,-8.45,53.46,80,100,31.83,overcast clouds
386,Camocim,BR,-2.9022,-40.8411,89.15,57,99,21.63,overcast clouds
387,Trairi,BR,-3.2778,-39.2689,87.6,55,50,16.13,scattered clouds
388,Saint George,US,37.1041,-113.5841,52.54,52,1,1.99,clear sky
389,Westport,US,41.1415,-73.3579,49.05,36,1,1.01,clear sky
390,Altay,CN,47.8667,88.1167,11.68,60,100,5.53,overcast clouds
391,Flin Flon,CA,54.7682,-101.865,10.24,85,75,2.3,broken clouds
392,Sol-Iletsk,RU,51.1631,54.9918,14.85,81,3,5.1,clear sky
393,Chapais,CA,49.7834,-74.8492,22.78,92,100,12.12,overcast clouds
394,Mulege,MX,26.8833,-111.9833,68.18,50,12,4.14,few clouds
395,Baiyin,CN,36.5583,104.2081,14.88,58,0,0.89,clear sky
396,Amambai,BR,-23.1042,-55.2258,76.89,70,100,13.06,overcast clouds
397,Takoradi,GH,4.8845,-1.7554,81.54,80,73,9.91,broken clouds
398,Lompoc,US,34.6391,-120.4579,63.12,64,1,3.44,clear sky
399,Mackenzie,CA,55.2999,-123.1698,17.82,93,90,3.44,overcast clouds
400,Kloulklubed,PW,7.0419,134.2556,79.3,80,91,13.35,overcast clouds
401,Mana,GF,5.6592,-53.7767,76.73,92,100,9.15,overcast clouds
402,Guia De Isora,ES,28.2115,-16.7795,63.23,62,42,3.0,scattered clouds
403,Gayeri,BF,12.6497,0.4931,85.35,13,57,7.58,broken clouds
404,Alekseyevsk,RU,57.8406,108.3492,-1.05,99,97,3.47,overcast clouds
405,Riyadh,SA,24.6877,46.7219,57.34,23,73,8.03,broken clouds
406,Chenzhou,CN,25.8,113.0333,48.49,87,100,3.58,overcast clouds
407,Boa Vista,BR,2.8197,-60.6733,84.18,70,90,9.22,overcast clouds
408,Warkworth,NZ,-36.4,174.6667,69.91,94,100,3.18,light rain
409,Waddan,LY,29.1614,16.139,54.72,48,0,8.75,clear sky
410,Mancheral,IN,18.8667,79.4333,68.25,55,62,3.53,broken clouds
411,Lake City,US,30.1897,-82.6393,69.55,88,90,5.75,overcast clouds
412,Tanout,NE,14.9709,8.8879,73.45,11,81,11.16,broken clouds
413,Bafra,TR,41.5678,35.9069,59.83,49,18,8.88,few clouds
414,Huarmey,PE,-10.0681,-78.1522,73.36,72,51,11.34,broken clouds
415,Malakal,SS,9.5334,31.6605,83.5,23,78,5.75,broken clouds
416,Bridgewater,CA,44.3835,-64.5155,40.71,65,100,11.99,overcast clouds
417,Banjarmasin,ID,-3.3244,114.591,77.14,97,98,1.81,overcast clouds
418,Areia Branca,BR,-4.9561,-37.1369,93.4,61,16,19.6,few clouds
419,Usinsk,RU,65.9939,57.5281,13.3,96,100,9.89,overcast clouds
420,Xichang,CN,27.8964,102.2634,40.87,91,44,2.17,scattered clouds
421,Qaqortoq,GL,60.7167,-46.0333,19.9,87,9,3.27,clear sky
422,Buchanan,LR,5.8808,-10.0467,84.16,76,25,9.44,scattered clouds
423,Algeciras,ES,36.1333,-5.4505,62.37,82,20,11.5,few clouds
424,Kungurtug,RU,50.5994,97.5228,-6.29,93,31,1.32,scattered clouds
425,Homa Bay,KE,-0.5273,34.4571,75.33,58,100,3.76,overcast clouds
426,Hualmay,PE,-11.0964,-77.6139,72.7,72,56,10.56,broken clouds
427,Winnemucca,US,40.973,-117.7357,44.65,39,1,18.41,clear sky
428,Svetlaya,RU,46.5389,138.3297,19.63,57,100,16.98,overcast clouds
429,Kralendijk,BQ,12.15,-68.2667,85.98,62,75,12.66,broken clouds
430,Yarensk,RU,62.1675,49.0916,2.16,96,95,4.81,overcast clouds
431,York,US,40.1254,-77.0,48.58,34,1,12.66,clear sky
432,Tuatapere,NZ,-46.1333,167.6833,48.81,84,53,2.53,broken clouds
433,Kharp,RU,66.8014,65.8081,0.34,97,21,5.7,few clouds
434,Bintulu,MY,3.1667,113.0333,75.61,100,40,0.0,scattered clouds
435,Gushikawa,JP,26.3544,127.8686,69.03,68,75,13.8,broken clouds
436,Tainan,TW,22.9908,120.2133,65.98,82,20,9.22,few clouds
437,Antalaha,MG,-14.9003,50.2788,74.44,87,97,6.58,light rain
438,Asfi,MA,32.2994,-9.2372,61.54,66,0,1.36,clear sky
439,Norman Wells,CA,65.282,-126.8329,-2.16,71,90,17.27,light snow
440,Realeza,BR,-25.7689,-53.5325,87.51,30,65,7.47,broken clouds
441,Luba,GQ,3.4568,8.5547,82.11,80,92,8.93,overcast clouds
442,Nome,US,64.5011,-165.4064,-7.53,60,1,0.0,clear sky
443,Corn Island,NI,12.1694,-83.0418,80.73,78,10,15.88,clear sky
444,Talaya,RU,61.3833,152.75,-7.44,99,100,6.51,light snow
445,Bonavista,CA,48.6499,-53.1147,50.0,89,100,36.15,light rain
446,Marystown,CA,47.1666,-55.1483,51.85,100,100,8.99,overcast clouds
447,Ziro,IN,27.6333,93.8333,37.08,82,11,2.53,few clouds
448,Yafran,LY,32.0633,12.5286,47.82,58,61,8.95,broken clouds
449,Tazovskiy,RU,67.4667,78.7,-18.4,88,99,6.71,overcast clouds
450,Minab,IR,27.1467,57.0801,62.1,29,8,5.95,clear sky
451,Cairns,AU,-16.9167,145.7667,78.75,88,69,5.75,broken clouds
452,Mountain Home,US,43.133,-115.6912,45.55,100,40,14.97,scattered clouds
453,Luebo,CD,-5.35,21.4167,72.23,98,99,0.54,overcast clouds
454,Inhambane,MZ,-23.865,35.3833,80.11,87,6,12.15,clear sky
455,Cienaga De Oro,CO,8.8744,-75.6203,85.87,65,62,4.92,broken clouds
456,Tshela,CD,-4.9833,12.9333,74.39,98,82,2.39,moderate rain
457,Datong,CN,40.0936,113.2914,20.57,32,0,5.12,clear sky
458,Neuquen,AR,-38.9516,-68.0591,71.49,15,0,17.27,clear sky
459,Sabha,LY,27.0377,14.4283,55.99,34,2,4.18,clear sky
460,Gornopravdinsk,RU,60.05,69.9,16.23,95,100,7.0,overcast clouds
461,Brae,GB,60.3964,-1.353,46.31,78,100,12.17,overcast clouds
462,Cankuzo,BI,-3.1333,30.5833,60.84,92,96,3.22,overcast clouds
463,Muros,ES,42.7762,-9.0603,58.84,91,33,4.29,scattered clouds
464,Codrington,AU,-38.2667,141.9667,64.38,38,57,9.42,broken clouds
465,Pirovskoye,RU,57.6267,92.2658,3.65,96,100,6.4,overcast clouds
466,San Andres,CO,12.5847,-81.7006,86.02,74,20,9.22,few clouds
467,Topchanchi,IN,23.9,86.2,61.21,41,0,3.78,clear sky
468,Tongliao,CN,43.6125,122.2653,4.59,80,0,7.27,clear sky
469,Kemijarvi,FI,66.7131,27.4306,24.17,96,99,5.03,overcast clouds
470,Kailua,US,21.4022,-157.7394,75.18,60,87,19.66,overcast clouds
471,Eureka,US,40.8021,-124.1637,51.21,95,94,1.99,overcast clouds
472,Aswan,EG,24.0934,32.907,78.96,42,100,7.11,overcast clouds
473,Esso,RU,55.9333,158.7,20.79,93,100,7.16,snow
474,Kostino,RU,58.9097,53.2691,6.91,90,94,5.06,overcast clouds
475,Winkler,CA,49.1817,-97.941,41.0,60,50,8.05,scattered clouds
476,Kyabe,TD,9.4515,18.9449,85.32,22,73,3.69,broken clouds
477,Cherdyn,RU,60.403,56.4787,0.97,97,87,3.6,overcast clouds
478,Amalapuram,IN,16.5833,82.0167,75.83,77,12,6.67,light rain
479,Janauba,BR,-15.8025,-43.3089,81.59,73,84,6.29,broken clouds
480,Raudeberg,NO,61.9875,5.1352,42.96,85,100,7.0,overcast clouds
481,Bronnoysund,NO,65.4625,12.1997,39.2,81,75,16.11,light rain
482,Mandera,KE,3.9366,41.867,91.44,30,71,10.04,broken clouds
483,Ocampo,MX,21.65,-101.5,67.95,41,64,5.28,broken clouds
484,Haapiti,PF,-17.5667,-149.8667,82.13,74,96,10.67,light rain
485,Byron Bay,AU,-28.65,153.6167,70.05,86,47,7.78,scattered clouds
486,Caravelas,BR,-17.7125,-39.2481,83.39,63,47,11.01,scattered clouds
487,Jijiga,ET,9.35,42.8,59.0,83,40,7.54,scattered clouds
488,Narsaq,GL,60.9167,-46.05,19.62,82,10,4.56,clear sky
489,Ahipara,NZ,-35.1667,173.1667,67.06,97,100,5.59,moderate rain
490,Portland,US,45.5234,-122.6762,44.2,91,90,3.0,overcast clouds
491,Maria Aurora,PH,15.7967,121.4737,70.95,97,85,0.76,overcast clouds
492,Solnechnyy,RU,50.7214,136.6319,14.31,90,100,9.19,light snow
493,Atikokan,CA,48.7555,-91.6216,35.17,82,3,10.47,clear sky
494,Aripuana,BR,-9.1667,-60.6333,83.32,83,100,3.78,overcast clouds
495,Chiang Khong,TH,20.2613,100.4046,64.72,80,19,1.81,few clouds
496,Nicoya,CR,10.1483,-85.452,87.35,51,10,9.08,clear sky
497,Bhawanipatna,IN,19.9,83.1667,63.99,66,47,2.86,scattered clouds
498,Coquimbo,CL,-29.9533,-71.3436,69.53,52,20,14.97,few clouds
499,Umm Kaddadah,SD,13.6017,26.6876,75.87,25,28,11.14,scattered clouds
500,Iskateley,RU,67.6803,53.1512,19.47,96,100,7.23,overcast clouds
501,La Tuque,CA,47.4334,-72.7824,35.85,51,60,11.5,broken clouds
502,Quelimane,MZ,-17.8786,36.8883,81.64,78,0,12.55,clear sky
503,Tingo Maria,PE,-9.2895,-76.0088,81.63,81,87,2.15,overcast clouds
504,Tambun,ID,-6.2641,107.0712,80.04,77,100,2.01,overcast clouds
505,Pilar Do Sul,BR,-23.8131,-47.7164,92.46,21,92,0.72,overcast clouds
506,Thurso,GB,58.5927,-3.5259,46.65,82,100,12.95,overcast clouds
507,San Cristobal,VE,7.7669,-72.225,78.98,37,91,4.72,overcast clouds
508,Etchojoa,MX,26.9167,-109.6333,73.89,43,0,2.84,clear sky
509,Padang,ID,-0.9492,100.3543,77.05,86,100,3.78,overcast clouds
510,Barra,BR,-11.0894,-43.1417,85.59,55,97,8.93,overcast clouds
511,Matagami,CA,49.7502,-77.6328,26.71,86,90,8.05,overcast clouds
512,Northam,GB,51.0333,-4.2167,55.02,83,100,18.77,overcast clouds
513,Jaguey Grande,CU,22.5269,-81.1286,83.05,41,1,9.64,clear sky
514,Ahuimanu,US,21.4447,-157.8378,74.91,76,75,13.8,broken clouds
515,Rayachoti,IN,14.05,78.75,69.3,94,21,2.04,few clouds
516,Nambucca Heads,AU,-30.65,153.0,62.6,81,86,8.01,overcast clouds
517,Agadir,MA,30.4202,-9.5982,64.85,44,1,6.46,clear sky
518,Itoman,JP,26.1247,127.6694,69.82,64,75,18.41,broken clouds
519,Coos Bay,US,43.3665,-124.2179,48.18,91,75,10.36,broken clouds
520,Uong Bi,VN,21.0333,106.7833,66.18,59,100,3.91,overcast clouds
521,Llanes,ES,43.4198,-4.7549,52.86,69,93,3.65,overcast clouds
522,Natchitoches,US,31.7668,-93.1335,56.19,46,1,4.61,clear sky
523,Rudbar,AF,30.15,62.6,53.49,30,0,5.48,clear sky
524,Mujiayingzi,CN,42.1167,118.7833,16.05,40,0,8.12,clear sky
525,Mindelo,CV,16.8901,-24.9804,74.75,69,75,27.63,broken clouds
526,Goderich,CA,43.7501,-81.7165,43.92,65,1,18.41,clear sky
527,Fairbanks,US,64.8378,-147.7164,-7.78,73,1,0.0,light snow
528,Dire Dawa,ET,9.5931,41.8661,66.67,67,58,3.29,broken clouds
529,Huntingdon,GB,52.3305,-0.1865,54.3,87,87,8.01,overcast clouds
530,Raahe,FI,64.6833,24.4833,30.0,92,100,12.3,overcast clouds
531,Chicama,PE,-7.8447,-79.1469,66.74,57,44,11.14,scattered clouds
532,Mizque,BO,-17.941,-65.3402,85.42,22,62,1.28,broken clouds
533,Lesnoy,RU,57.6198,63.0784,18.91,68,20,9.75,few clouds
534,Mezen,RU,65.8522,44.24,19.13,92,100,8.66,overcast clouds
535,Kalevala,RU,65.2,31.1667,26.19,98,100,3.56,light snow
536,Gurun,MY,5.8172,100.4738,81.73,86,69,5.5,broken clouds
537,High Prairie,CA,55.4334,-116.4858,20.5,84,94,4.85,overcast clouds
538,Hambantota,LK,6.1241,81.1185,79.59,78,100,14.61,overcast clouds
539,Misratah,LY,32.3754,15.0925,60.01,54,66,14.0,broken clouds
540,Pueblo,US,38.2545,-104.6091,68.38,25,1,8.05,clear sky
541,Rocha,UY,-34.4833,-54.3333,81.43,47,35,13.15,scattered clouds
542,Labuhan,ID,-6.8844,112.2051,78.39,87,59,9.86,broken clouds
543,Galle,LK,6.0367,80.217,78.31,83,100,2.13,overcast clouds
544,Beckley,US,37.7782,-81.1882,41.7,49,1,3.0,clear sky
545,Kiunga,PG,-6.1219,141.2906,73.63,98,100,4.23,overcast clouds
546,Amapa,BR,1.0,-52.0,86.22,61,84,3.71,broken clouds
547,Rawson,AR,-43.3002,-65.1023,74.35,19,11,20.71,few clouds
548,San Jose,US,37.3394,-121.895,55.02,67,75,4.0,broken clouds
549,Nyaunglebin,MM,17.95,96.7333,70.21,80,2,2.62,clear sky
550,Prince Rupert,CA,54.3161,-130.3201,35.29,69,1,5.75,clear sky
551,Nago,JP,26.5881,127.9761,69.87,68,100,13.56,overcast clouds
552,Buique,BR,-8.6231,-37.1558,92.43,21,15,6.33,few clouds
553,Vila Do Maio,CV,15.1333,-23.2167,79.59,70,20,12.82,few clouds
554,Maryborough,AU,-25.5333,152.7,72.1,86,5,4.79,clear sky
555,Sandwick,GB,60.0,-1.25,46.22,81,20,9.22,few clouds
556,Torgau,DE,51.5667,13.0,40.14,94,100,11.18,overcast clouds
557,Watertown,US,42.3709,-71.1828,48.36,30,1,7.0,clear sky
558,Kitimat,CA,54.0524,-128.6534,21.58,94,82,3.2,broken clouds
559,Camrose,CA,53.0168,-112.8353,24.57,95,81,4.9,broken clouds
560,La Palma,US,33.8464,-118.0467,65.5,53,1,1.01,clear sky
561,Kushima,JP,31.4583,131.2333,53.11,71,7,13.53,clear sky
562,Anqiu,CN,36.4342,119.1925,28.2,50,0,5.3,clear sky
563,Yuxia,CN,34.0615,108.6291,29.01,67,2,1.57,clear sky
564,Berlevag,NO,70.8578,29.0864,28.4,91,100,14.45,light snow
565,Honiara,SB,-9.4333,159.95,78.48,91,100,3.87,overcast clouds
566,Greenville,US,35.6127,-77.3663,55.94,42,1,7.0,clear sky
567,Srandakan,ID,-7.9386,110.2506,61.74,85,44,2.77,scattered clouds
568,Komsomolskiy,UZ,40.4272,71.7189,36.82,51,27,2.3,haze
569,Hirado,JP,33.3597,129.5531,48.38,64,33,20.09,scattered clouds
570,Sinnamary,GF,5.3833,-52.95,77.36,89,100,12.3,overcast clouds
571,Saurimo,AO,-9.6608,20.3916,68.61,91,94,1.45,overcast clouds
572,Seidu,SL,9.0167,-10.6,80.73,40,59,2.48,broken clouds
573,Puerto Carreno,CO,6.189,-67.4859,90.1,47,63,15.26,broken clouds
574,Mbekenyera,TZ,-10.0,38.9833,72.52,92,99,5.17,overcast clouds
575,Malanje,AO,-9.5402,16.341,68.95,91,85,3.67,moderate rain
576,Ostuni,IT,40.7276,17.5764,49.17,65,100,26.22,overcast clouds
577,Pisco,PE,-13.7,-76.2167,73.45,68,40,9.22,scattered clouds
578,Mitsamiouli,KM,-11.3847,43.2844,80.82,74,100,11.99,overcast clouds
579,Anahuac,MX,27.2333,-100.15,56.7,20,0,6.38,clear sky
580,Don Sak,TH,9.3168,99.6918,74.07,77,36,8.7,scattered clouds
581,Yaan,NG,7.3833,8.5667,86.31,16,70,4.25,broken clouds
582,Lamar,US,33.6668,-95.5836,54.36,40,1,12.66,clear sky
583,Vardo,NO,70.3705,31.1107,28.38,86,75,10.36,broken clouds
584,Ancud,CL,-41.8697,-73.8203,59.43,64,74,12.93,broken clouds
585,Mahabad,IR,36.7631,45.7222,38.1,74,0,1.39,clear sky
586,Gazojak,TM,41.1875,61.4036,44.06,60,93,8.99,overcast clouds
587,Ixtapa,MX,20.7,-105.2,81.63,54,1,6.91,clear sky
588,Dukat,RU,62.55,155.55,-5.08,99,100,4.21,overcast clouds
589,Loandjili,CG,-4.7561,11.8578,77.92,89,84,5.46,broken clouds
590,Xuddur,SO,4.1213,43.8894,83.41,37,89,8.39,overcast clouds
591,Kyzyl-Suu,KG,42.3414,78.0056,21.07,53,18,9.46,few clouds
592,Sistranda,NO,63.7256,8.834,41.9,77,100,16.87,moderate rain
593,Jiangyin,CN,31.9282,120.3126,39.97,56,18,8.19,few clouds
594,Tefe,BR,-3.3542,-64.7114,84.31,79,75,4.61,broken clouds
595,Carnot,CF,4.9409,15.8665,83.14,27,85,4.05,overcast clouds
596,Colonelganj,IN,27.1333,81.7,59.67,50,25,2.21,scattered clouds
597,Karonga,MW,-9.9333,33.9333,77.86,70,38,3.69,scattered clouds
598,Soure,BR,-0.7167,-48.5233,85.55,68,83,15.41,broken clouds
599,Cam Ranh,VN,11.9214,109.1591,75.16,64,20,16.11,few clouds
600,Shizunai,JP,42.3339,142.3669,33.96,65,65,32.77,light rain
601,Tual,ID,-5.6667,132.75,84.65,71,94,11.77,overcast clouds
602,Balfour,ZA,-26.6633,28.5902,65.8,76,100,5.23,overcast clouds
603,Broken Hill,AU,-31.95,141.4333,74.7,19,7,9.33,clear sky
604,Fort Saint James,CA,54.4333,-124.25,18.97,91,100,0.83,overcast clouds
605,Igdir,TR,39.9237,44.045,31.93,41,16,3.27,few clouds
606,Kindu,CD,-2.95,25.95,71.19,96,100,0.72,overcast clouds
607,Toora-Khem,RU,52.4675,96.11,2.86,97,97,2.04,overcast clouds
608,Peruibe,BR,-24.32,-46.9983,81.95,69,94,6.08,overcast clouds
609,Candelaria,PH,13.9311,121.4233,76.35,87,100,9.71,overcast clouds
610,Bedum,NL,53.3008,6.6028,50.99,98,100,7.58,overcast clouds
611,Moses Lake,US,47.1301,-119.2781,40.62,69,20,8.05,few clouds
612,Carinhanha,BR,-14.3047,-43.765,81.81,77,97,6.24,light rain
613,Bagdarin,RU,54.4333,113.6,-10.44,97,96,2.57,overcast clouds
614,Sola,VU,-13.8833,167.55,82.29,78,100,16.04,moderate rain
615,Larkollen,NO,59.3339,10.6656,38.08,67,90,8.05,fog
616,Madera,US,37.1666,-119.8343,59.97,48,95,2.06,overcast clouds
617,Tarsus,TR,36.9188,34.8784,61.18,51,93,8.03,overcast clouds
618,Saldanha,ZA,-33.0117,17.9442,63.45,90,100,14.41,overcast clouds
619,Broome,US,42.2506,-75.833,45.21,47,1,5.99,clear sky
620,Anchorage,US,61.2181,-149.9003,0.37,78,1,4.0,clear sky
621,Puerto Narino,CO,-3.7703,-70.3831,89.55,74,93,2.75,overcast clouds
622,Basoko,CD,1.2391,23.616,77.2,82,96,3.76,overcast clouds
623,Ciudad Del Maiz,MX,22.4,-99.6,63.97,50,91,2.33,overcast clouds
624,Novoorsk,RU,51.381,58.9813,5.65,90,9,6.82,clear sky
625,Zhigansk,RU,66.7697,123.3711,-39.1,100,96,3.13,overcast clouds
626,Egvekinot,RU,66.3167,-179.1667,-24.7,87,16,6.06,few clouds
627,Wenling,CN,28.3669,121.36,51.91,76,100,16.31,overcast clouds
628,La Reforma,MX,25.0833,-108.05,82.74,48,13,3.36,few clouds
629,Champerico,GT,14.3,-91.9167,91.94,65,1,7.09,clear sky
630,Coihaique,CL,-45.5752,-72.0662,63.21,41,40,11.5,scattered clouds
631,Pochutla,MX,15.7432,-96.4661,93.02,48,1,7.14,clear sky
632,De-Kastri,RU,51.4667,140.7833,18.84,91,96,10.25,overcast clouds
633,High Level,CA,58.5169,-117.136,-0.29,78,75,8.05,broken clouds
634,Bonfim,BR,3.0833,-59.95,87.62,57,99,6.38,overcast clouds
635,Rio Grande,BR,-32.035,-52.0986,87.91,59,0,13.78,clear sky
636,Aloleng,PH,16.1307,119.7824,78.48,80,71,6.85,broken clouds
637,Ketchikan,US,55.3422,-131.6461,36.07,55,40,14.97,scattered clouds
638,Chandbali,IN,20.7833,86.7667,69.24,67,7,5.5,clear sky
639,Qasigiannguit,GL,68.8193,-51.1922,17.85,94,100,5.23,overcast clouds
640,Wajima,JP,37.4,136.9,40.48,78,100,25.81,overcast clouds
641,Sunland Park,US,31.7965,-106.58,55.81,28,1,1.99,clear sky
642,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,87.82,59,98,5.46,overcast clouds
643,Arlit,NE,18.7369,7.3853,76.06,6,39,6.78,scattered clouds
644,Sao Borja,BR,-28.6606,-56.0044,94.95,24,65,3.51,broken clouds
645,Brodokalmak,RU,55.5748,62.082,14.9,81,23,9.69,few clouds
646,Gasa,PS,31.5,34.4667,65.91,44,100,4.5,overcast clouds
647,Kupang,ID,-10.1667,123.5833,77.58,100,20,1.14,light rain
648,Makat,KZ,47.6469,53.3463,26.06,47,0,13.24,clear sky
649,Skarnes,NO,60.2528,11.6797,33.62,99,100,3.56,light snow
650,Kijang,KR,35.2442,129.2139,31.73,35,14,5.73,few clouds
651,Sarangani,PH,5.4033,125.4636,83.64,72,88,12.46,overcast clouds
652,Pitimbu,BR,-7.4706,-34.8086,86.59,67,5,11.86,clear sky
653,Walvis Bay,NA,-22.9575,14.5053,65.35,77,0,14.97,clear sky
654,Kruisfontein,ZA,-34.0033,24.7314,69.89,85,98,9.33,overcast clouds
655,Do Gonbadan,IR,30.3586,50.7981,51.89,66,0,0.0,clear sky
656,Clarence Town,AU,-32.5833,151.7833,62.85,87,46,2.35,scattered clouds
657,Yueyang,CN,29.3333,113.0919,46.42,85,64,6.22,broken clouds
658,Pandan,PH,14.0453,124.1694,78.37,88,77,17.81,broken clouds
659,Kununurra,AU,-15.7667,128.7333,82.38,69,20,4.61,few clouds
660,Havelock,US,34.8791,-76.9013,59.05,61,61,3.0,broken clouds
661,Plouzane,FR,48.3833,-4.6167,54.09,87,90,14.97,overcast clouds
662,Menongue,AO,-14.6585,17.691,68.81,76,92,0.43,overcast clouds
663,Hami,CN,42.8,93.45,23.92,43,0,6.4,clear sky
664,Boguchany,RU,58.3814,97.4531,0.95,98,99,3.67,overcast clouds
665,Varhaug,NO,58.6147,5.6457,44.89,89,79,10.45,broken clouds
666,Belyy Yar,RU,53.6039,91.3903,22.89,72,0,11.18,clear sky
667,Bairiki,KI,1.3292,172.9752,81.77,72,96,18.05,overcast clouds
668,Youkounkoun,GN,12.5333,-13.1333,91.78,22,32,2.15,scattered clouds
669,Khanpur,PK,28.6453,70.6567,61.86,22,2,6.62,clear sky
670,Kucevo,RS,44.4775,21.67,35.96,98,100,6.15,light snow
671,Caranavi,BO,-15.8167,-67.55,81.54,62,78,4.47,broken clouds
672,Mpongwe,ZM,-13.5091,28.155,76.08,40,85,2.26,overcast clouds
673,Minnedosa,CA,50.2453,-99.8436,28.96,90,54,9.01,broken clouds
674,Nyeri,KE,-0.4201,36.9476,57.63,97,95,4.23,overcast clouds
675,Holme,DK,56.1138,10.1725,45.64,95,100,2.66,overcast clouds
676,Andros Town,BS,24.7,-77.7667,76.96,71,1,13.82,clear sky
677,Quatre Cocos,MU,-20.2078,57.7625,78.91,69,100,16.51,overcast clouds
678,Cabra,ES,37.4725,-4.4421,58.66,63,3,2.53,clear sky
679,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,84,75,10.36,broken clouds
680,Wanning,CN,18.8003,110.3967,68.05,82,17,10.13,few clouds
